datapointID,sequence
train_06693,Ξ ∫ Φ Φ Ω Φ ∫ ∂ ∇ ∇ Φ
train_06694,∫ Φ Ξ ∇ Ω
train_06695,Φ ∂ Ω Ω ∇ Φ ∇
train_06696,∫ ∇ Φ ∇ Φ ∫ Ξ Φ Ξ Ω
train_06697,Ω Ω ∫ ∂ ∫ Φ ∫ ∇ Φ Ξ Ξ Ξ Ξ
train_06698,Ω ∇ Ω Ω ∂ ∂
train_06699,∇ Ξ Ξ ∇ ∫ Φ ∫ Ξ ∇ ∫ ∇ ∂ ∇ Ξ
train_06700,∂ ∫ ∫ ∫ Φ Ξ Ω ∂ Φ Ω
train_06701,∂ Φ ∂ Φ ∫ ∫ ∇ ∂
train_06702,∫ Ξ ∫ ∫ Ξ Φ Ξ ∫ Ξ ∫ ∇
train_06703,∫ ∂ ∫ ∇ ∫ Φ Φ Ω ∂ ∂ Ξ Φ
train_06704,Ξ ∂ Φ Φ Ξ ∂ ∂ ∂ ∇ Φ Φ
train_06705,Ω Φ Ω Ω ∫ ∫ Ξ ∇ ∫ ∂ ∇ ∂ Ξ
train_06706,Ξ Φ Φ ∂ ∂ ∫ ∂ Φ ∂ Ω ∫ ∂ Φ
train_06707,∂ ∂ ∂ Ξ Ξ Φ ∇ ∫
train_06708,∂ ∫ ∂ Ξ ∂
train_06709,∫ ∇ ∫ ∂ ∇ Ω Φ Ξ ∫
train_06710,∫ Ω Φ Ω Φ Ω
train_06711,Ω ∇ ∂ Ω ∂ Φ Ξ ∂
train_06712,Ξ Ω Ω ∂ Ω ∫ Ξ ∫ ∂ Φ Φ ∂ ∫ Ω
train_06713,Ω Ω Ξ ∂ ∇ ∇ ∂ Ξ Ω ∇ Ω Φ
train_06714,∫ Ξ ∇ Φ Φ ∇
train_06715,∂ ∂ ∇ ∫ Ξ ∇ ∂ Ξ ∫
train_06716,Ξ ∫ ∇ ∫ Ξ Φ ∇ ∇ Φ ∂ ∫ ∫ Φ Φ
train_06717,∇ Ξ Φ Ω ∇ ∇ ∂ Ω ∫ Ω
train_06718,∇ ∂ ∫ ∫ ∫ Φ Φ Ω Ω Φ ∫
train_06719,Ω ∫ Ξ Ξ ∂ Φ ∂ ∫ Ω ∂ Ξ Ω Φ ∇
train_06720,Ξ Φ Ω Ω ∫ ∫ Ω Ω Ξ ∇ Φ Ω ∇ Φ
train_06721,∂ Ξ ∫ ∇ ∇ ∂ ∫ Ξ ∂ Φ ∫ Ω ∇
train_06722,∂ ∂ ∂ ∫ ∇ ∫ Ξ ∂ Ξ Ξ
train_06723,∇ Ω Φ Φ Φ Ω Ξ ∫ ∫ Ω Ξ
train_06724,∫ ∂ Ω Ξ ∫ ∫ Ξ ∂ Φ Φ ∇
train_06725,Ξ Ω Ω ∇ ∇
train_06726,∫ ∇ ∂ ∇ ∫ Ξ ∂
train_06727,Φ ∂ ∇ ∂ ∇
train_06728,Ω ∇ Ω Φ ∂ Ξ ∫ Ω ∂ Ξ
train_06729,Φ ∂ ∂ ∂ Ω ∂ ∇ ∇ ∫ Φ Φ
train_06730,∇ Ω ∂ ∂ ∇ Φ Ω Ω Φ ∂ ∂ ∂
train_06731,∫ ∫ ∇ Φ ∂ ∇ Ω Ω
train_06732,∫ ∂ ∂ ∇ ∇ ∇ Φ Ξ ∇ Ξ
train_06733,∂ Ω ∂ ∂ ∫ ∫ Ξ Φ ∇
train_06734,Φ ∫ ∫ ∇ Ξ Ξ Φ Ω ∂ ∇ Ω
train_06735,Ω ∫ Φ Ω Φ Ξ ∂ Φ ∫ Ω ∇ ∂
train_06736,Ξ Ω ∂ Φ Φ Φ Ω ∫
train_06737,∫ ∂ Ξ Φ Φ ∫ ∇ ∂ ∫ ∇ Ω Ξ
train_06738,∫ ∇ ∂ Φ Φ Φ Ξ ∫ Φ
train_06739,Ξ ∇ Φ Ξ ∇ ∇ Ξ Φ Ω ∫ ∫
train_06740,Ξ Ω ∇ Ξ Ω ∇ Φ ∫ ∫ Φ ∇ ∇
train_06741,∂ Ω Ω ∫ Ξ Φ Ξ Ω Ξ
train_06742,∇ Ξ ∫ Ξ Φ ∫ ∇ Φ ∂ Ξ ∂ Φ Ω
train_06743,Φ ∇ Ξ ∫ ∇ ∂ Ξ ∇ ∫ ∂ ∫ ∇ Φ ∇
train_06744,Ω Ω ∫ Ω Ξ Ω Φ Ξ ∂ ∂
train_06745,Ω ∫ Ξ ∇ Ω Φ ∂ Ξ
train_06746,∫ Ω Ξ ∇ ∇ ∇ Ξ Ξ Ξ ∂
train_06747,∫ Ξ ∇ ∫ ∫ ∇ ∂ ∇ ∫
train_06748,∫ Ξ ∇ ∫ ∫ Ω
train_06749,Ω Φ ∫ Ω ∇ Ω Ω Ω ∂ ∫ ∂ ∂
train_06750,∫ Φ ∂ Φ ∂ Φ ∇ Φ ∇ ∫ ∫ ∂ ∫ Φ
train_06751,∂ Ω ∂ Ω Φ ∫ Ω
train_06752,∫ ∂ ∂ ∫ Φ
train_06753,∇ ∫ Ω Ω Φ Ξ ∫ Ξ ∫ ∇ ∂ ∂ ∂ ∫
train_06754,∇ ∂ Φ ∇ Ξ Φ ∂ Ω ∇
train_06755,Ω ∂ ∂ Ξ Φ Φ Φ ∫ ∫
train_06756,∫ Ω Φ ∫ Φ ∇ Ξ Ξ Ω Ξ Ω ∫ Φ
train_06757,∇ Φ ∂ ∂ ∇
train_06758,Ω Ω Ω ∂ Ω Ω Ω Ξ Ξ Ω ∇ ∫ ∂ ∂
train_06759,Ω ∫ ∫ Ξ ∫
train_06760,∇ Φ Φ ∂ Φ Ξ ∂ Ω Φ Ξ Φ ∇ Φ Ω
train_06761,∫ Φ Φ ∫ Ω
train_06762,∇ ∫ Ξ Φ Φ ∂ Φ
train_06763,Ω Ξ Ω Ω Φ Ξ
train_06764,∂ Φ Ξ Ω ∇ ∇
train_06765,Ω Φ ∇ ∇ Ω Φ ∇
train_06766,∂ Ξ Ω Ξ ∇ Ω Ω Ω Ξ Ξ
train_06767,Ξ ∫ ∇ ∫ Φ
train_06768,∫ Ξ Ω Φ Φ Ξ Φ
train_06769,Ω Φ ∇ Ξ ∫ Ξ Φ ∫ ∇ ∫ ∂ ∇ Ξ ∫
train_06770,∇ ∫ Ω Φ ∫ Φ ∇ ∫ Ω Ξ ∂ ∫ Φ Φ
train_06771,Φ ∫ Ω ∂ ∫ ∂
train_06772,∫ Φ ∇ ∇ ∫ ∂ Ω Φ ∫ ∂ ∇ ∇ ∂
train_06773,Φ ∂ ∇ Φ Ω ∫
train_06774,∂ ∫ Ξ Ω ∂ Ξ ∫ Φ
train_06775,Ξ Φ Φ Φ ∂ ∇ ∂ Ω
train_06776,Ω Ω Φ Ξ Ω ∇ ∇ ∂
train_06777,Ξ Ξ ∇ ∫ Ξ ∂ Ξ ∫
train_06778,Φ Φ ∂ ∫ ∫ Ξ Φ ∇ ∇ ∇ Ω ∂
train_06779,∇ Φ Φ Φ ∫ Φ Ξ ∇ ∇ ∂
train_06780,Φ Ξ ∫ ∫ ∫ Φ ∇ Ω ∇ Ξ
train_06781,∫ Φ ∫ ∂ Φ ∂ Φ ∫ Ξ
train_06782,Φ ∂ Φ ∂ ∂ ∇ Ξ Ω Ω ∂ ∫
train_06783,∇ ∇ ∇ Ξ ∇ Φ Ω Ω Ω
train_06784,Ω ∫ Φ ∫ ∫ Ξ ∂
train_06785,∇ Ω Ξ ∂ Ω Φ ∫ ∫ Ω ∫
train_06786,∂ Ξ Ω Ξ Φ ∂ ∫ Ξ Ξ Ω Ω Ω ∂ Ξ
train_06787,∇ ∂ ∇ ∂ ∇ Ω ∫ Ξ Ξ Ξ Φ Ω ∂
train_06788,∇ Ξ Ξ ∇ Ξ ∇ Φ Φ Φ ∂ ∫ Ω Ξ ∂
train_06789,∫ ∫ Ω Φ ∇ Ω ∇ Ξ ∂ Ω ∇ ∂ Ξ
train_06790,∫ Ω Ω Ξ ∇ Ξ ∫ Ξ Φ Ξ ∂ ∫ Ω
train_06791,Ω Ξ ∂ ∇ Ω ∇ Ω
train_06792,Ω Ξ Ξ Φ Ω ∂ Ξ Φ Ξ Ω ∇
train_06793,∂ ∂ ∇ ∇ Ω Ω Φ Ξ ∂
train_06794,∫ Ω Ω ∫ ∫ Ξ ∂ ∫ Ω
train_06795,∂ Ω ∫ ∂ Ξ Φ Ξ ∫ Ξ
train_06796,Ω ∫ Ω ∇ ∇ ∫ Ξ Ξ Φ Ω Ξ Ξ Ξ ∇
train_06797,Ω Φ Ξ ∇ Ω ∇ ∂ ∫ Ω Ξ Ξ Φ ∇ Ξ
train_06798,Ξ Ξ ∇ Ξ ∇ ∇ ∇ ∫ Ξ Φ Φ ∂
train_06799,∂ Ω Ξ ∫ ∂ Ω Ω
train_06800,∂ ∇ Ω ∂ Φ
train_06801,Ω Φ Ξ ∂ Ξ ∂ Ξ ∇
train_06802,∇ ∂ Φ Ξ ∇ ∇ Φ Ξ
train_06803,Ω Φ Φ Ξ ∫ Ξ ∂ ∂ ∫ ∇
train_06804,∇ ∫ ∫ Φ ∂ ∇ ∇ Ξ ∇ ∂ ∫ Ξ Φ ∫
train_06805,Φ Ω Ω Ξ Ω Φ ∫ Ω Φ
train_06806,Ω Ω ∇ Ξ Ξ Φ Ω Φ Ω Ξ ∫ ∫ ∫
train_06807,∂ Ξ ∫ Φ ∇ ∇ ∂ Ω Ξ Φ ∫ ∫ Ξ ∂
train_06808,Ξ ∇ ∇ Ω ∂ Ξ Ξ Ξ ∫ Ω Ω ∇
train_06809,∇ Φ Ξ ∂ ∇ ∫ ∂ Ω Φ
train_06810,Φ Ω Φ ∂ Φ
train_06811,∂ Φ ∫ ∇ ∫ ∇ Ξ ∂ ∂ ∂ Ξ ∇ ∂ ∂
train_06812,∫ Φ Ξ ∂ ∇ ∂ ∇
train_06813,Φ ∂ Φ Φ ∂ ∇
train_06814,Ξ ∂ ∫ Ξ ∇ Ω Ξ Φ Ω Ω ∫
train_06815,Ξ ∂ ∇ ∇ ∫ ∂ Ξ
train_06816,∂ ∫ Ξ ∇ Φ Ξ ∇ ∇
train_06817,Ξ ∇ Ξ Ω Φ Φ
train_06818,Ω Ω ∫ Ξ Ξ Ξ ∂ Ω Ω ∫ ∫ Φ Ξ
train_06819,∫ Φ Φ Ω Φ Ξ Φ Ω
train_06820,Ξ Φ Ξ Ξ ∂ ∇
train_06821,∂ ∇ Ω ∇ Φ Φ ∫ ∇ ∫ ∫ Φ ∇
train_06822,Ω ∂ Φ Φ Φ ∇ Ξ ∇ Ω ∇ Φ ∫ ∫ ∫
train_06823,∂ ∇ ∇ ∇ ∂ Ξ Ξ
train_06824,Φ ∫ Ω ∇ Φ Ω ∫ ∫
train_06825,Ω ∫ ∂ Φ Φ ∇ Φ Ω Ξ Ξ Φ ∇ ∇
train_06826,Ξ Ξ Ω Ω Ξ ∂ Φ ∫
train_06827,∫ Ω Ξ Ω ∇ ∫ Ω Ω
train_06828,Ξ ∂ ∂ Ω ∇ Ξ Ω Φ ∇ Ξ Ξ Ξ
train_06829,∂ ∇ Φ ∂ Ξ ∫
train_06830,∂ ∇ Ξ ∫ Ω Ξ Ω Ω ∇
train_06831,∫ Φ ∫ ∂ Ω Φ ∂ Ω ∫
train_06832,∂ ∇ Ω ∫ Ω ∫ ∂ ∂ ∇ Φ Ξ
train_06833,∇ ∫ ∂ ∂ Ξ ∇
train_06834,Ω ∇ Ξ ∇ ∫ Ξ Ω Ω ∂ ∇ Ω ∫
train_06835,∂ ∇ ∂ Ω ∫ ∂ ∇ ∫
train_06836,Ξ Ω ∂ Φ Φ ∇ ∇
train_06837,∇ Ω Ξ Ξ ∇ ∇ ∫ Φ
train_06838,∂ Ω Ξ ∂ ∂ Φ ∇ Ξ ∂
train_06839,Ξ ∫ Ω ∇ Ω ∫ Ξ Φ Ξ Ω
train_06840,Φ ∂ Φ Φ Φ Ξ Ω Ξ Ξ ∇ Ξ Ξ Φ
train_06841,Ω Ω Ξ ∂ Ξ ∂ ∇ Φ ∇
train_06842,∫ Ξ ∂ ∫ ∂ ∇ ∂ Ω
train_06843,Φ ∫ Ω Ω Φ ∫ Ω ∂ Ξ ∇
train_06844,Φ Ω Φ Ω ∇ ∫ ∇ ∇
train_06845,Ξ Ξ Φ Φ ∂ Φ
train_06846,Ω ∇ Ω Φ ∫ ∫ Ξ Ξ ∫ ∂ Ξ ∫ ∫
train_06847,Ξ ∂ Ξ ∂ ∇ ∂ ∫
train_06848,∇ Ω Ω Ξ ∫
train_06849,∇ ∇ Ξ ∫ Φ ∫ ∇ Ω
train_06850,∫ Ω Φ Ω ∇ Ω ∫ Ξ Φ ∫
train_06851,∇ ∂ Ξ ∂ ∂ ∇ ∇ ∫
train_06852,∇ ∇ Φ ∇ Φ Φ ∫ ∫ ∫ Ω Φ Ω ∫ ∂
train_06853,∫ Ω ∫ Φ ∫ ∂ ∂ Ω Ω Φ Φ Φ ∫ Ξ
train_06854,∫ Φ ∇ ∂ Φ Ω ∇ Ξ ∇ ∫ Ω Φ ∇
train_06855,∂ ∇ Ξ ∫ ∂ ∫ Ω Ω ∫ ∇ Φ Ω ∇ ∂
train_06856,∫ Ξ ∫ Ω Ξ ∇
train_06857,∫ ∇ Ω Ξ Φ Φ
train_06858,∇ ∫ Ω Ω ∇ ∂ Φ ∇ ∫ ∫ Ω ∂
train_06859,Φ Φ Ω Φ ∫ ∫ ∫ ∇ Ω
train_06860,∇ ∂ ∫ ∇ Φ ∂ Ξ Φ Ξ ∫ ∂
train_06861,Ξ ∫ Ξ ∂ Ω Ω ∇ ∫
train_06862,Ξ Φ Ω Φ Φ ∇ ∇ Φ Ω Φ
train_06863,Ξ ∂ Ω Ξ ∫ Φ ∂ ∫ ∫
train_06864,∂ Φ Ω Ξ ∫ Ω ∇ ∇ ∫ ∂ ∫ ∇ ∫
train_06865,Ω Ξ ∫ ∇ ∇ Ω Φ
train_06866,Φ ∫ ∫ ∫ Ω Ω Ω Ξ ∫ ∫ Ω
train_06867,Φ ∇ ∇ Φ ∇ Ω ∫ Ξ ∫ ∂ Ω ∂ Ξ
train_06868,Ω ∇ Ω ∇ Ω Ξ ∂ ∫ ∂ Ξ ∇
train_06869,∇ Ω Φ ∂ ∂ Ω ∂ ∇ Ω ∂ ∫ ∫ Ω
train_06870,Ξ Ω Ξ ∂ ∂ ∂ ∇ Φ Ω Φ Φ ∫
train_06871,Ω ∫ ∂ Φ Ξ Φ Ω Ω Ξ ∫ Ω Ξ
train_06872,Φ ∇ ∫ ∂ ∂ ∫ Ξ Φ Ω ∫ Ω Φ
train_06873,Ξ Ξ ∂ ∂ ∂ ∫ ∇ Φ Ξ ∂ Φ ∂
train_06874,Ξ ∂ Ω Φ ∫ Ξ Ξ Ξ Ξ
train_06875,∇ Φ ∂ ∇ ∫ Φ ∇ Ω Φ ∇ Ω ∫
train_06876,Ω Φ ∇ ∂ Ω ∂ ∇ Ω
train_06877,Ξ Ξ Ξ Ω Φ ∂ Ξ ∇ Φ ∂ Ξ
train_06878,Φ Ω Ξ Ω ∇ Ξ Ξ
train_06879,∫ ∇ ∫ ∫ Ξ Ξ Φ
train_06880,∇ ∂ Ξ Ξ Ξ ∇ Ξ ∂
train_06881,Ξ Ξ Φ Ξ Ξ ∂ ∫ Φ
train_06882,∫ ∇ Ξ Ξ Φ Φ ∫ ∇ ∂ Ω Ξ Φ Ω Ω
train_06883,∂ ∇ Ξ Φ Ω Ω ∂
train_06884,Ξ ∇ ∫ ∂ Ξ
train_06885,Φ ∫ Ξ Φ ∫ ∂ ∫ ∫ ∫ ∂ Ξ Ω ∂ ∂
train_06886,∂ ∂ ∂ Ξ ∫ ∫
train_06887,Ω Φ ∫ Ξ Ω ∇ Ω Φ Ω ∫ Ω ∇ Ξ Φ
train_06888,∫ Ξ Φ ∂ Ξ Φ Ξ Ξ ∫ ∇
train_06889,∇ Ω ∇ ∫ Ξ Ω Ξ ∂
train_06890,Φ Φ ∇ Ω Φ ∇ ∇ Ω ∫ ∫ Ω
train_06891,Φ Ω Φ ∫ Φ Φ ∫ ∫ Ω Φ Ω Ω
train_06892,∫ Ω ∫ Φ Ξ ∫ Ξ ∂ ∇ Φ Ξ ∂ ∇ Ξ
train_06893,∂ Ξ Ω Ξ ∫ ∇ ∫ Ξ Ω ∂ ∫
train_06894,∂ ∫ Φ Ξ ∇ ∫
train_06895,Ξ Ξ Φ Φ ∇ ∇
train_06896,Ω ∇ ∇ Φ Ξ Ξ Φ ∫
train_06897,∇ Ω Ξ Ω ∂ ∂
train_06898,∇ ∂ Ξ Ω Ξ Ω ∂ ∂ ∂ ∇ Ξ ∂ ∫ Φ
train_06899,∂ Ξ ∂ ∇ ∇ Ξ Φ Ξ ∫ ∫ ∫ Ω ∇
train_06900,Φ Ξ Φ Φ Ξ Φ ∫ ∂ ∂ ∇ ∫ ∫ Φ Ω
train_06901,∇ Φ ∫ Ξ ∫ Φ Ω ∫ Φ Ξ Ω ∇ Ω Ξ
train_06902,∇ Φ ∇ Φ Φ Φ ∫
train_06903,Ξ ∫ Ω ∇ ∫ Ξ
train_06904,Φ ∂ Φ Ω Ξ Ω Ξ Ω ∂ Ξ Ξ ∫ ∫
train_06905,Ω Φ Φ ∂ ∫ Ξ
train_06906,Ξ ∇ Ξ ∂ Ξ ∇ ∇ Ω ∫ Ω
train_06907,Ξ ∇ ∫ ∫ Φ ∂
train_06908,∇ ∫ Ξ ∂ ∂ ∫ Ω ∂ Ξ ∂ ∂ ∇ ∫
train_06909,Ω Ω Φ Ξ ∂ Φ ∇
train_06910,Φ ∫ ∫ ∇ Ξ ∫ Φ ∇ Ξ Ω ∂ Ω ∇ Ξ
train_06911,Ω ∇ ∂ ∇ ∂
train_06912,∇ Φ Ω Ξ Φ ∂ ∫ Ξ ∫ Φ Φ Ω
train_06913,∇ Ξ Ω Ξ ∂ ∂ ∇ ∇ ∫ Ω Φ Φ Ω Ω
train_06914,∂ Φ ∇ ∫ ∇ Ξ Ω Ω ∫ ∂
train_06915,Ω ∇ Ω ∫ ∂ ∇ Ξ Ξ ∇ ∇ ∇ ∂ ∇
train_06916,∇ Ω ∫ Ω ∂ Φ ∂ ∂ Ω ∫ Φ Ω
train_06917,Ω Φ ∫ ∂ ∇ ∫ Ω Ξ ∂ ∇ Ω Ξ
train_06918,Ω Φ Ξ ∂ ∫ Ξ ∂
train_06919,Φ Φ Ω ∇ Ω ∫ Φ Ξ Ω ∫ Ω Φ Ω
train_06920,Ω ∂ Ω ∫ Ω
train_06921,∫ ∫ Φ Ξ ∂ Ξ Ω ∂ ∂ ∫ Ξ ∂
train_06922,∇ Ω ∫ Φ Ω ∫ Ω Ξ
train_06923,∫ Φ ∂ Ω Ξ Ξ Φ Ξ ∫ Φ
train_06924,∂ Ω ∫ Φ Ω
train_06925,Φ ∂ Ξ ∇ ∇
train_06926,Ξ ∇ ∂ ∂ ∇
train_06927,Φ ∇ Φ ∂ ∂ Φ
train_06928,∂ ∇ ∇ Ξ Ω Ω Ω ∇ Ξ Φ ∂ Ξ Ξ Φ
train_06929,Ξ ∫ Ω ∫ ∇ ∇ ∇ Ξ Φ
train_06930,Φ ∇ Φ ∫ Ω Φ ∫ Ξ ∫ Ω ∂ ∇ ∇ Ξ
train_06931,∇ Φ Ω ∫ Φ Ξ ∇ ∂
train_06932,∫ Φ ∇ ∫ ∇ ∇ ∂ Ξ Ω Ω
train_06933,Ξ ∂ ∇ Φ Ξ Ξ ∫ ∂ Ω
train_06934,∂ Φ ∂ ∫ Ω ∇
train_06935,∂ ∫ ∂ ∫ Ω ∂ ∂ ∂ Φ ∇ ∫
train_06936,Ω Ξ ∇ Ω Ξ ∫
train_06937,∇ ∇ Ω Ω ∫
train_06938,Ω Ξ Ξ Φ ∇ ∂ Φ Ω ∇ ∫ ∂ Ξ Ξ ∫
train_06939,Φ ∂ ∫ Φ Ξ ∫ Ω ∇ ∇ ∇ Ω
train_06940,Ξ Ω Ξ ∇ ∫ ∫ ∂ Φ Ω ∇
train_06941,Ω Ω ∇ Φ ∫ Ω ∫
train_06942,Ξ Φ Ω ∇ ∂ Ω
train_06943,∫ ∂ Φ Ξ ∇ Ω ∂ ∂ ∇ ∂ ∇ ∫
train_06944,∫ ∂ Ω ∇ ∇ Φ Ξ
train_06945,∇ ∂ Ω Ξ ∇ ∇ ∇ Ξ ∂ Ξ Ω ∫ ∫ ∂
train_06946,Ω Φ Ω ∇ ∇
train_06947,Ω ∂ Ω ∂ ∂ Ξ Ω ∇ Ξ Φ Ξ Φ ∇ ∂
train_06948,∂ ∂ Ω Ξ ∫ Ξ Ω Φ
train_06949,Ξ Φ ∂ ∫ ∂ ∫ Ξ Φ ∫
train_06950,∫ Ω Ω ∇ Ω ∂ ∇ ∂ ∇ ∂
train_06951,∂ Ξ Φ ∇ Ω ∇ ∫
train_06952,∇ ∂ Ξ ∂ Ξ Ω ∂ Φ ∇ Ω ∇ ∇ ∇ Φ
train_06953,Ω Ω ∂ ∇ ∂ ∫ Φ Ξ ∫
train_06954,Ξ Ξ Ξ ∇ Ξ
train_06955,Φ ∫ Ξ ∇ Ξ
train_06956,Ξ Ω Ω ∫ ∇ ∂ Ξ Ξ Φ Ξ ∫ Ξ ∇ ∫
train_06957,Φ Φ ∇ Ω Ω ∂ Ξ ∂ ∫ ∂ Φ Ξ ∂
train_06958,Φ Ω Φ ∂ Ω ∂ ∫ Ξ Ω Ω ∂ ∂
train_06959,Φ ∫ Ω ∂ Ω Φ ∫ Ξ Φ ∫ Φ Ξ
train_06960,∇ Φ ∫ Φ Φ ∫ Ξ ∫ Φ Ξ Ω ∂ ∂ Ξ
train_06961,∫ Φ ∇ Ω Ξ ∇ ∫ ∂ ∫
train_06962,Φ Ω ∂ ∫ Ξ Ξ ∂
train_06963,∇ Ω Ξ ∂ ∫
train_06964,∫ Ω ∇ Ω ∇ Ξ Φ ∂ Ξ Φ ∂ Ω
train_06965,∫ Φ Ω ∇ ∫ ∇
train_06966,∂ Ξ ∇ Φ Φ Ω Ω
train_06967,Ω ∇ Φ Ω ∫ ∫ Φ Ξ Φ Ξ Φ Φ
train_06968,Φ ∫ Ω ∫ Φ ∫ Ξ Ω ∇
train_06969,Ξ ∂ Φ ∫ ∂ Ξ Ξ Ξ Ξ Ω Φ
train_06970,∫ ∫ Φ ∫ ∂ ∂ ∇ Φ Ω ∇ Ξ Ω Ω
train_06971,Φ ∇ Φ Ξ ∫ ∂ Ω Ξ Ξ Ω Φ ∂ ∫
train_06972,∫ ∇ Φ ∫ ∇ ∂ ∫ Ω Φ ∇ ∂ ∂ Φ ∂
train_06973,Ξ Ξ Φ ∂ Φ ∫ Ξ ∇ Ω ∇ ∇ ∇ Φ ∇
train_06974,Φ ∇ Ξ ∫ ∫ Ξ Ω Φ Ω ∂
train_06975,∫ ∂ ∫ ∫ ∇ Ω
train_06976,∫ ∫ Ξ ∇ ∇ Ω
train_06977,∇ Φ Ξ ∇ ∫ ∫ Φ Ω Ω Ω ∫ Ξ
train_06978,∫ ∫ Ξ Ω Φ Φ ∂ Ξ Ω ∫
train_06979,Φ ∂ Ω ∫ Ξ Φ ∫ Ξ
train_06980,∫ ∫ ∂ ∂ Φ Ξ Ξ ∂ Φ ∫ Ξ ∇
train_06981,Φ Φ ∫ ∇ Ω Ω ∇ ∫ ∇
train_06982,Φ Φ Φ Ω Ξ ∂ Ω ∫ Ω
train_06983,∇ Ξ Ξ Ξ ∇ ∇ ∫ Ω ∂ Ω
train_06984,Ω ∂ ∫ ∫ ∫
train_06985,Ξ ∫ Ω ∂ Ξ
train_06986,∫ ∇ ∫ Ξ Ω Ξ ∫ Ξ ∫ ∫
train_06987,∇ ∫ ∂ ∂ ∂ Ω ∫ ∇ Ω Ξ Φ
train_06988,∫ Ξ Φ ∇ ∇ ∇ Ξ ∂ ∫ Φ ∫
train_06989,∇ ∫ Φ ∇ Φ ∫ ∂ Ω Φ ∫ Ω
train_06990,∫ ∫ ∂ Φ ∂ Ξ Ω ∂ Ω ∫ Φ Φ Ω ∇
train_06991,Ξ Ω Ω Ξ ∫ Ξ Ω Ω ∇
train_06992,∂ Φ Ξ ∫ ∫ Φ ∫ Ω ∂ ∫ ∇
train_06993,Ω ∇ Ξ Ω ∫ Ξ Ω Ω ∫ Ξ ∇ Φ Ξ Ω
train_06994,Ξ Φ Φ ∇ ∫ Φ Φ ∫ ∇ Ω
train_06995,Ω ∫ Ω Φ Φ Ω Ω Ξ ∂
train_06996,Φ Ξ Ω Φ Ξ ∇
train_06997,Ω Ω Φ ∂ ∇ Ξ ∫ Ω Ξ
train_06998,Φ ∇ Φ Φ ∫ Ω
train_06999,Ω Ω ∂ ∂ ∇ Φ ∫ ∫ ∇ ∫
train_07000,∫ Φ Φ Ω ∂
train_07001,Ω ∫ Ω Ξ ∂ Ξ Φ ∫
train_07002,Ξ Ω Ξ Φ Ω ∇ ∫ Ω Ξ ∫ Ω ∫
train_07003,∂ Ω Φ Ξ Ω Ω ∇
train_07004,Ω Ω ∫ Ω Ω ∫ Φ ∫ Ω Ω Ξ Ξ Ω ∫
train_07005,Ξ ∂ ∇ Ω ∇ Φ Φ ∇ ∇ Ω
train_07006,∇ ∫ Ω ∇ ∂ ∫ ∇ ∂ Φ Ω ∫ Ω Ω
train_07007,∫ ∂ ∇ ∇ ∂ ∇ ∇ Ξ ∂ Φ Φ Φ
train_07008,∫ ∂ Ω Φ ∫ ∇ Φ
train_07009,∫ ∇ Ξ Ω Ξ Ω ∫ Φ Ξ ∇ Ω
train_07010,Ω Ω ∇ ∫ Φ ∇ ∇ ∂ ∂ ∫ Ω ∫ Ξ
train_07011,Ξ Ω Φ Ξ Φ ∇ Ξ Φ ∂ ∇ Ξ ∂ ∫ Φ
train_07012,∫ ∂ Ξ Ξ Ω Φ Ξ Φ Ξ ∇ ∂ Φ
train_07013,Φ ∇ ∂ ∇ Φ
train_07014,∂ ∇ Φ Φ Ξ ∂ ∫ ∇
train_07015,∂ ∂ Ξ ∂ ∇ Φ ∇ Φ Φ ∂ ∂ ∇ ∫ ∫
train_07016,Ξ Φ ∇ Ω Ξ Ω ∇ ∂
train_07017,Ω ∂ Ω Ω ∫ ∂ Φ ∂ Ω
train_07018,Ξ ∫ ∂ ∇ ∫ ∫
train_07019,∂ Φ ∇ ∇ ∫ ∫ Ω ∫ ∂
train_07020,∫ ∫ Ω ∇ Ξ ∂ Φ
train_07021,∂ ∇ Ξ Ω Ξ ∇ Φ Ξ Φ Φ ∫
train_07022,Ξ Φ ∂ ∂ ∇ Φ
train_07023,Φ ∇ ∫ ∇ Ξ
train_07024,∂ ∇ Ξ Ξ Ξ Ω ∂ ∂ Φ ∂ ∂ Ω ∇ ∇
train_07025,∇ ∂ ∂ Ξ Ω Ξ Φ Ξ ∂ ∫
train_07026,∂ Ξ Ω ∫ ∂ Φ Ξ Ω ∂ Ξ ∂ Ξ Ω ∂
train_07027,Φ ∫ Ξ ∫ ∫ ∫ Ξ
train_07028,∂ Φ ∇ Ω Ω ∇ ∂ ∂ Ω Ξ
train_07029,∇ ∂ ∫ ∫ Ω Ξ Ξ Ξ Φ
train_07030,∂ Ω Ξ Ω Φ ∇ ∇ ∂ ∂ ∂ Φ Φ Ξ
train_07031,Ξ Ω ∇ ∇ Φ ∇ Ω ∂ Ξ ∫ ∂ ∫ ∇
train_07032,Ξ ∂ ∇ Φ ∂ Φ
train_07033,∇ Φ Φ ∇ Ω ∇ ∫ Ω Ω Ω ∇ Ω Ξ ∇
train_07034,∂ Ξ ∂ ∫ Ξ Φ Ω Ω
train_07035,Ω Ξ ∇ ∫ ∇ Ξ ∫ Ξ
train_07036,∂ Φ ∂ ∇ Ξ Ξ Ω ∂ Φ Ω ∇ ∂
